id;idMarche;source;type;natureObjetMarche;objetMarche;codeCPV_Original;codeCPV;codeCPV_division;referenceCPV;dateNotification;anneeNotification;moisNotification;datePublicationDonnees;dureeMois;dureeMoisEstimee;dureeMoisCalculee;montant;nombreTitulaireSurMarchePresume;montantCalcule;formePrix;lieuExecutionCode;lieuExecutionTypeCode;lieuExecutionNom;codeDepartementExecution;codeRegionExecution;libelleRegionExecution;nature;accord-cadrePresume;procedure;idAcheteur;sirenAcheteurValide;nomAcheteur;codeRegionAcheteur;libelleRegionAcheteur;departementAcheteur;libelleDepartementAcheteur;codePostalAcheteur;libelleArrondissementAcheteur;codeArrondissementAcheteur;libelleCommuneAcheteur;codeCommuneAcheteur;superficieCommuneAcheteur;populationCommuneAcheteur;geolocCommuneAcheteur;typeIdentifiantEtablissement;siretEtablissement;siretEtablissementValide;sirenEtablissement;nicEtablissement;sirenEtablissementValide;categorieEtablissement;denominationSocialeEtablissement;codeRegionEtablissement;libelleRegionEtablissement;libelleDepartementEtablissement;departementEtablissement;libelleArrondissementEtablissement;codeArrondissementEtablissement;codePostalEtablissement;adresseEtablissement;communeEtablissement;codeCommuneEtablissement;codeTypeEtablissement;superficieCommuneEtablissement;populationCommuneEtablissement;distanceAcheteurEtablissement;geolocCommuneEtablissement;typeIdentifiant_cotitulaire1;id_cotitulaire1;denominationSociale_cotitulaire1;typeIdentifiant_cotitulaire2;id_cotitulaire2;denominationSociale_cotitulaire2;typeIdentifiant_cotitulaire3;id_cotitulaire3;denominationSociale_cotitulaire3
20202020S0753500;21968;API AIFE;Marché;Services;La consultation vise à la conclusion de marchés ayant pour objet la mise en œuvre de prestations de formation professionnelle au profit des personnes à la recherche d'un emploi dans la région Martinique . Les formations susceptibles de faire l'objet de bo;80530000;80530000-8;80;Services de formation professionnelle;2020-04-06;2020;04;2020-04-06;48;False;48.0;2410252.88;1.0;2410252.0;Ferme et actualisable;MQ;CODE DEPARTEMENT;(972) Martinique;;nan;;ACCORD-CADRE;;Procédure adaptée;13000548110233;True;Ministères sociaux;02;Martinique;972;Martinique;97200;Fort-de-France;9721;FORT-DE-FRANCE;97209;4353.0;85667.0;14.6408734458,-61.069176472;SIRET;43169659000030;True;431696590;00030;True;PME;ASS DEVEL NOUVEL TECHNO INFORMA COMMUNIC;2;Martinique;Martinique;972;Fort-de-France;9721;97232;Lotissement LES HAUTS DE CALIFORNIE;LE LAMENTIN;97213;9499Z;6792.0;39700.0;8.472233380404282;14.6246455763,-60.9935529523;;;;;;;;;
2019cvq_kfIM_800;346490;API AIFE;Marché;Services;19S0011-Prestation de collecte et de dXXXXXplacement des bornes de tri sur le territoire de la CACEM;90511000;90511000-2;90;Services de collecte des ordures;2019-07-22;2019;07;2019-09-16;48;False;48.0;1100000.0;1.0;1100000.0;Révisable;972;CODE DEPARTEMENT;Martinique;;nan;;ACCORD-CADRE;;Appel d'offres ouvert;24972006100103;True;Communaut� d'Agglom�ration Centre Martinique CACEM;02;Martinique;972;Martinique;97200;Fort-de-France;9721;FORT-DE-FRANCE;97209;4353.0;85667.0;14.6408734458,-61.069176472;SIRET;52850612400023;True;528506124;00023;True;PME;ALIZE ENVIRONNEMENT SERVICES;2;Martinique;Martinique;972;Fort-de-France;9721;97232;Chemin BOCHETTE;LE LAMENTIN;97213;3811Z;6792.0;39700.0;8.472233380404282;14.6246455763,-60.9935529523;;;;;;;;;
20192020F1780800;56094;API AIFE;Marché;Services;Acquisition et Maintenance préventive et corrective de systèmes de climatisation de locaux de services de l'Etat en Martinique lot 24 : achat et installation de systèmes de climatisation;50730000;50730000-1;50;Services de réparation et d'entretien de groupes de réfrigération;2019-10-18;2019;10;2019-10-18;48;False;48.0;200000.0;2.0;200000.0;;MQ;CODE DEPARTEMENT;(972) Martinique;;nan;;ACCORD-CADRE;;Appel d'offres ouvert;17972001600015;True;Ministère de l'Intérieur - Préfecture de la Martinique;02;Martinique;972;Martinique;97200;Fort-de-France;9721;FORT-DE-FRANCE;97209;4353.0;85667.0;14.6408734458,-61.069176472;SIRET;53005271100021;True;530052711;00021;True;NC;2AIR FROID;2;Martinique;Martinique;972;Fort-de-France;9721;97200;<NA>;FORT-DE-FRANCE;97209;4322B;4353.0;85667.0;0.0;14.6408734458,-61.069176472;;;;;;;;;
2020120006869000;56100;API AIFE;Marché;Fournitures;Marché subséquent pour l'acquisition et la maintenance du sytème de climatisation de la DAAF 972.;42512000;42512000-8;42;Installations de climatisation;2020-06-02;2020;06;2020-06-02;48;True;2.0;4800.0;1.0;4800.0;Ferme;MQ;CODE DEPARTEMENT;(972) Martinique;;nan;;MARCHE SUBSEQUENT;;Appel d'offres ouvert;17972001600015;True;Ministère de l'Intérieur - Préfecture de la Martinique;02;Martinique;972;Martinique;97200;Fort-de-France;9721;FORT-DE-FRANCE;97209;4353.0;85667.0;14.6408734458,-61.069176472;SIRET;41373780000024;True;413737800;00024;True;PME;MICRO CLAIR;2;Martinique;Martinique;972;Saint-Pierre;9724;97226;Quartier BEL EVENT;LE MORNE-VERT;97233;4322B;1332.0;1881.0;8.103911412287466;14.7037343861,-61.1352322617;;;;;;;;;
2020130015340900;56172;API AIFE;Marché;Fournitures;Acquisition et Maintenance préventive et corrective de systèmes de climatisation de locaux de services de l'Etat en Martinique  - Schoelcher et Case Pilote 1;42512000;42512000-8;42;Installations de climatisation;2020-07-07;2020;07;2020-07-07;44;False;44.0;89000.0;1.0;89000.0;Révisable;MQ;CODE DEPARTEMENT;(972) Martinique;;nan;;MARCHE SUBSEQUENT;;;17972430700030;True;Ministère de l'éducation nationale et de la jeunesse et Ministère de l'enseignement supérieur, de la recherche et de l'innovation - Rectorat de MARTINIQUE;02;Martinique;972;Martinique;97233;Fort-de-France;9721;SCHOELCHER;97229;2109.0;20103.0;14.6460950766,-61.100358959;SIRET;43431434000051;True;434314340;00051;True;GE;TUNZINI ANTILLES;2;Martinique;Martinique;972;Fort-de-France;9721;97232;Chemin BOIS QUARRE;LE LAMENTIN;97213;4322B;6792.0;39700.0;11.957669091162066;14.6246455763,-60.9935529523;;;;;;;;;
2020130015467700;56176;API AIFE;Marché;Fournitures;Acquisition et Maintenance préventive et corrective de systèmes de climatisation de locaux de services de l'Etat en Martinique  - Rivière Pilote - Marin;42512000;42512000-8;42;Installations de climatisation;2020-07-07;2020;07;2020-07-07;44;True;1.0;19999.0;1.0;19999.0;Révisable;MQ;CODE DEPARTEMENT;(972) Martinique;;nan;;MARCHE SUBSEQUENT;;;17972430700030;True;Ministère de l'éducation nationale et de la jeunesse et Ministère de l'enseignement supérieur, de la recherche et de l'innovation - Rectorat de MARTINIQUE;02;Martinique;972;Martinique;97233;Fort-de-France;9721;SCHOELCHER;97229;2109.0;20103.0;14.6460950766,-61.100358959;SIRET;43431434000051;True;434314340;00051;True;GE;TUNZINI ANTILLES;2;Martinique;Martinique;972;Fort-de-France;9721;97232;Chemin BOIS QUARRE;LE LAMENTIN;97213;4322B;6792.0;39700.0;11.957669091162066;14.6246455763,-60.9935529523;;;;;;;;;
2020151003523700;29394;API AIFE;Marché;Fournitures;Le présent marché porte sur la fourniture d’une prestation de service visant à assurer au titre du plan national d’actions « Chlordécone » une mission d’analyse de recherche de résidus de chlordécone dans le cadre de la surveillance des produits d’animaux;3320000;;33;;2020-05-04;2020;05;2020-05-04;9;False;9.0;45030.0;1.0;45030.0;Ferme;MQ;CODE DEPARTEMENT;(972) Martinique;;nan;;MARCHE;;Procédure adaptée;13001403800017;True;Ministère de l'agriculture et de l'alimentation - Direction de l'alimentation, de l'agriculture et de la forêt de Martinique;02;Martinique;972;Martinique;97200;Fort-de-France;9721;FORT-DE-FRANCE;97209;4353.0;85667.0;14.6408734458,-61.069176472;SIRET;13000208200043;True;130002082;00043;True;PME;LABOCEA;53;Bretagne;Côtes-d'Armor;22;Saint-Brieuc;224;22440;Rue DU SABOT;PLOUFRAGAN;22215;7120B;2688.0;11346.0;7063.252755881184;48.487063217,-2.80840238288;;;;;;;;;
20222022M0100;423246;API AIFE;Marché;Fournitures;2022M01-Lot 1-Mobilier de bureau;39200000;39200000-4;39;Aménagements;2022-07-06;2022;07;2022-07-11;6;False;6.0;12497.0;1.0;12497.0;Ferme;972;CODE DEPARTEMENT;Martinique;;nan;;MARCHE;;Procédure adaptée;30314998300023;True;SA HLM OZANAM Groupe ActionLogement;02;Martinique;972;Martinique;97233;Fort-de-France;9721;SCHOELCHER;97229;2109.0;20103.0;14.6460950766,-61.100358959;SIRET;43770942100014;True;437709421;00014;True;PME;SCMB SARL - ACTIBURO;2;Martinique;Martinique;972;Fort-de-France;9721;97232;<NA>;LE LAMENTIN;97213;4778C;6792.0;39700.0;11.957669091162066;14.6246455763,-60.9935529523;;;;;;;;;
2021151080231400;56145;API AIFE;Marché;Services;La présente consultation a pour objet les missions de contrôle technique, de coordination SPS et d'Ordonnacement, de Pilotage et de Coordination dans le cadre de la rénovation énergétique de le Centre des Finances Publiques de Cluny à Schoelcher. - Missio;71631300;71631300-3;71;Services de contrôle technique de bâtiments;2021-08-18;2021;08;2021-08-18;29;True;1.0;10400.0;1.0;10400.0;Ferme et actualisable;MQ;CODE DEPARTEMENT;(972) Martinique;;nan;;MARCHE;;Procédure adaptée;17972001600015;True;Ministère de l'Intérieur - Préfecture de la Martinique;02;Martinique;972;Martinique;97200;Fort-de-France;9721;FORT-DE-FRANCE;97209;4353.0;85667.0;14.6408734458,-61.069176472;SIRET;39316827300240;True;393168273;00240;True;NC;APAVE PARISIENNE SAS;2;Martinique;Martinique;972;Fort-de-France;9721;97200;Rue DE LA VALMENIERE;FORT-DE-FRANCE;97209;7120B;4353.0;85667.0;0.0;14.6408734458,-61.069176472;;;;;;;;;
2019M01218200;421839;Dematis;Marché;Services;la réalisation du suivi des macro-invertébrés et des Diatomées  dans les cours d'eau de la  Martinique.: Lot 2: Le suivi des Diatomées dans les cours d'eau de la Martinique;90700000;90700000-4;90;Services relatifs à l'environnement;2019-02-23;2019;02;2019-04-22;12;False;12.0;21625.0;1.0;21625.0;Révisable;972;CODE DEPARTEMENT;MARTINIQUE;;nan;;MARCHE;;Appel d'offres ouvert;28972005400013;True;Office De l'Eau Martinique;02;Martinique;972;Martinique;97200;Fort-de-France;9721;FORT-DE-FRANCE;97209;4353.0;85667.0;14.6408734458,-61.069176472;SIRET;49784575000015;True;497845750;00015;True;PME;HYDRECO GUYANE;3;Guyane;Guyane;973;Cayenne;9731;97310;Route DE PETIT SAUT;KOUROU;97304;7112B;228512.0;25490.0;1094.938281854955;4.93343982185,-52.7663434655;;;;;;;;;
201904719S001900;267430;Dematis;Marché;Services;Renouvellement de licences et supports applicatifs.: Lot 1 : Renouvellement de licences et supports applicatifs.;50324100;50324100-3;50;Services de maintenance de systèmes;2019-07-12;2019;07;2019-07-15;12;False;12.0;84474.0;1.0;84474.0;Ferme;97232;CODE POSTAL;Ville du Lamentin Martinique;;nan;;MARCHE;;Procédure adaptée;21972213900017;True;Mairie du Lamentin;02;Martinique;972;Martinique;97232;Fort-de-France;9721;LE LAMENTIN;97213;6792.0;39700.0;14.6246455763,-60.9935529523;SIRET;32924476800027;True;329244768;00027;True;PME;INTERFACE CARAIBES - INFODOM;2;Martinique;Martinique;972;Fort-de-France;9721;97232;<NA>;LE LAMENTIN;97213;4651Z;6792.0;39700.0;0.0;14.6246455763,-60.9935529523;;;;;;;;;
2021015f98800100;346585;API AIFE;Marché;Fournitures;MS18;30000000;30000000-9;30;Machines, matériel et fourniture informatique et de bureau, excepté les meubles et logiciels;2021-11-08;2021;11;2022-01-15;7;False;7.0;17191.0;1.0;17191.0;Ferme;972;CODE DEPARTEMENT;Martinique;;nan;;MARCHE SUBSEQUENT;;Appel d'offres ouvert;24972006100103;True;Communauté d'Agglomération Centre Martinique CACEM;02;Martinique;972;Martinique;97200;Fort-de-France;9721;FORT-DE-FRANCE;97209;4353.0;85667.0;14.6408734458,-61.069176472;SIRET;80264516800013;True;802645168;00013;True;PME;SARL FUSE;2;Martinique;Martinique;972;Le Marin;9723;97215;<NA>;RIVIERE-SALEE;97221;7732Z;4301.0;12708.0;13.20527571380169;14.5258580836,-60.9646375209;;;;;;;;;
2018zL637Do4Yf00;346427;API AIFE;Marché;Fournitures;18S0003-Lot 9: PiXXXXXces dXXXXXtachXXXXXes pour tronXXXXXonneuse de marque STHILL;42670000;42670000-3;42;Pièces et accessoires de machines-outils;2019-03-01;2019;03;2019-12-04;36;True;1.0;5704.63;1.0;5704.0;Ferme;972;CODE DEPARTEMENT;Martinique;;nan;;ACCORD-CADRE;;Marché public négocié sans publicité ni mise en concurrence préalable;24972006100103;True;Communaut� d'Agglom�ration Centre Martinique CACEM;02;Martinique;972;Martinique;97200;Fort-de-France;9721;FORT-DE-FRANCE;97209;4353.0;85667.0;14.6408734458,-61.069176472;SIRET;41169001900020;True;411690019;00020;True;ETI;CARIMAT SARL - JARDIPRO;2;Martinique;Martinique;972;Fort-de-France;9721;97232;Lotissement LES HAUTS DE CALIFORNIE;LE LAMENTIN;97213;4752A;6792.0;39700.0;8.472233380404282;14.6246455763,-60.9935529523;;;;;;;;;
2022LD4oy6RMdy00;346709;API AIFE;Marché;Fournitures;202110120905-Lot n°3 : Débroussailleuse professionnelle;39711300;39711300-2;39;Appareils électrothermiques;2022-07-20;2022;07;2022-07-27;48;True;2.0;47213.76;1.0;47213.0;Révisable;972;CODE DEPARTEMENT;Martinique;;nan;;ACCORD-CADRE;;Marché public négocié sans publicité ni mise en concurrence préalable;24972006100103;True;Communauté d'Agglomération Centre Martinique CACEM;02;Martinique;972;Martinique;97200;Fort-de-France;9721;FORT-DE-FRANCE;97209;4353.0;85667.0;14.6408734458,-61.069176472;SIRET;41169001900020;True;411690019;00020;True;ETI;CARIMAT SARL - JARDIPRO;2;Martinique;Martinique;972;Fort-de-France;9721;97232;Lotissement LES HAUTS DE CALIFORNIE;LE LAMENTIN;97213;4752A;6792.0;39700.0;8.472233380404282;14.6246455763,-60.9935529523;;;;;;;;;
2018JzCMa0xZKR00;346386;API AIFE;Marché;Services;Accueil, suivi, accompagnement renforcXXXXX et personnalisXXXXX ciblant l'emploi durable : rXXXXXfXXXXXrent de parcours - Lot 1: Fort-de-France.;75231240;75231240-8;75;Services de réinsertion;2019-03-22;2019;03;2020-04-07;24;False;24.0;268000.0;1.0;268000.0;Ferme;972;CODE DEPARTEMENT;Martinique;;nan;;ACCORD-CADRE;;Procédure adaptée;24972006100103;True;Communaut� d'Agglom�ration Centre Martinique CACEM;02;Martinique;972;Martinique;97200;Fort-de-France;9721;FORT-DE-FRANCE;97209;4353.0;85667.0;14.6408734458,-61.069176472;SIRET;50757662700024;True;507576627;00024;True;PME;RISHOME;2;Martinique;Martinique;972;Fort-de-France;9721;97200;Boulevard NELSON MANDELA;FORT-DE-FRANCE;97209;8899B;4353.0;85667.0;0.0;14.6408734458,-61.069176472;;;;;;;;;
2018ZAQOj_JIha00;346396;API AIFE;Marché;Services;Conception, rXXXXXalisation et diffusion du magazine audiovisuel de la CACEM (2018/2019);92111200;92111200-4;92;Production de films et de vidéos publicitaires, de propagande et d'information;;nan;;2020-04-06;12;False;12.0;88605.0;1.0;88605.0;Ferme;972;CODE DEPARTEMENT;Martinique;;nan;;MARCHE;;Procédure adaptée;24972006100103;True;Communaut� d'Agglom�ration Centre Martinique CACEM;02;Martinique;972;Martinique;97200;Fort-de-France;9721;FORT-DE-FRANCE;97209;4353.0;85667.0;14.6408734458,-61.069176472;SIRET;48377873400028;True;483778734;00028;True;PME;ALOES AUDIOVISUEL PRODUCTIONS;2;Martinique;Martinique;972;Fort-de-France;9721;97233;<NA>;SCHOELCHER;97229;5911A;2109.0;20103.0;3.4860872021874987;14.6460950766,-61.100358959;;;;;;;;;
2019t8BB9_h2Eh00;346507;API AIFE;Marché;Travaux;Affaire n° 19S0066-Lot 1 : Création de la structure destinée à accueillir le silo à glace;45244100;45244100-0;45;Installations maritimes;2020-02-14;2020;02;2020-10-22;4;False;4.0;104497.0;1.0;104497.0;Ferme;972;CODE DEPARTEMENT;Martinique;;nan;;MARCHE;;Marché public négocié sans publicité ni mise en concurrence préalable;24972006100103;True;Communauté d'Agglomération Centre Martinique CACEM;02;Martinique;972;Martinique;97200;Fort-de-France;9721;FORT-DE-FRANCE;97209;4353.0;85667.0;14.6408734458,-61.069176472;SIRET;83461083400014;True;834610834;00014;True;PME;CARAIBES FROID ENERGIES;2;Martinique;Martinique;972;Fort-de-France;9721;97200;Route DU LAMENTIN;FORT-DE-FRANCE;97209;4322B;4353.0;85667.0;0.0;14.6408734458,-61.069176472;;;;;;;;;
2019116L219S005100;267499;Dematis;Marché;Services;"Marché de services d'assurance: Lot 2 : Assurance ""Flotte automobile et risques annexes""";66514100;66514100-7;66;Services d'assurance transport;2020-01-20;2020;01;2020-01-21;60;True;2.0;33555.0;1.0;33555.0;Révisable;97232;CODE POSTAL;Ville du Lamentin Martinique;;nan;;MARCHE;;Appel d'offres ouvert;21972213900017;True;Mairie du Lamentin;02;Martinique;972;Martinique;97232;Fort-de-France;9721;LE LAMENTIN;97213;6792.0;39700.0;14.6246455763,-60.9935529523;SIRET;31124863700804;True;311248637;00804;True;ETI;GRAS SAVOYE;11;Île-de-France;Hauts-de-Seine;92;Nanterre;922;92800;Quai DE DION BOUTON;PUTEAUX;92062;6622Z;318.0;44514.0;7602.928867495639;48.8836186061,2.23810959636;;;;;;;;;
2020reEmjdx94E00;346570;API AIFE;Marché;Services;Consultation n° 202010131020-Assistance à Maîtrise d'Ouvrage pour le projet de construction d'un second accès à Terreville, Schoelcher (97233);71240000;71240000-2;71;Services d'architecture, d'ingénierie et de planification;2021-01-14;2021;01;2021-05-26;4;False;4.0;38622.0;1.0;38622.0;Ferme;972;CODE DEPARTEMENT;Martinique;;nan;;MARCHE;;Procédure adaptée;24972006100103;True;Communauté d'Agglomération Centre Martinique CACEM;02;Martinique;972;Martinique;97200;Fort-de-France;9721;FORT-DE-FRANCE;97209;4353.0;85667.0;14.6408734458,-61.069176472;SIRET;34508145900371;True;345081459;00371;True;NC;SCE;1;Guadeloupe;Guadeloupe;971;Basse-Terre;9711;97122;Lieu dit PLAISANCE;BAIE-MAHAULT;97103;7112B;4654.0;29976.0;104.08842529599912;16.2515819199,-61.5922344723;;;;;;;;;
2020/20-1000;267296;PES Marchés;Marché;Travaux;Réduction de la vulnerabilité sismique Ecole Léon LIN Lot. No 03;45332400-7;45332400-7;45;Travaux d'installation d'appareils sanitaires;2021-03-18;2021;03;2022-04-05;1;False;1.0;65604.0;1.0;65604.0;Ferme et actualisable;97224;CODE POSTAL;Ducos;;nan;;MARCHE;;Procédure adaptée;21972207100012;True;COMMUNE DE DUCOS .;02;Martinique;972;Martinique;97224;Le Marin;9723;DUCOS;97207;3129.0;17039.0;14.5778958668,-60.9674898168;SIRET;52990801400010;True;529908014;00010;True;PME;PAC ENVIRONNEMENT BTP;2;Martinique;Martinique;972;Fort-de-France;9721;97233;<NA>;SCHOELCHER;97229;4322A;2109.0;20103.0;15.257536053287229;14.6460950766,-61.100358959;;;;;;;;;
20199zJEQ5SH-w00;423074;API AIFE;Marché;Travaux;Sismique 39 La Fraicheur-Lot 25 - Serrurerie;45211340;45211340-4;45;Travaux de construction d'immeubles collectifs;2019-06-13;2019;06;2019-12-27;9;False;9.0;285164.0;1.0;285164.0;Ferme;972;CODE DEPARTEMENT;Martinique;;nan;;MARCHE;;Procédure adaptée;30314998300023;True;Soci�t� OZANAM;02;Martinique;972;Martinique;97233;Fort-de-France;9721;SCHOELCHER;97229;2109.0;20103.0;14.6460950766,-61.100358959;SIRET;41758418200022;True;417584182;00022;True;PME;TRAVAUX INDUSTRIELS MARTINIQUAIS;2;Martinique;Martinique;972;Fort-de-France;9721;97200;Cité ARTISANALE DE DILLON;FORT-DE-FRANCE;97209;4399C;4353.0;85667.0;3.4860872021874987;14.6408734458,-61.069176472;;;;;;;;;
201919TRAV03300;267837;PES Marchés;Marché;Travaux;AMENAGEMENT DU PORT DE PECHE (APIT) LOT No5 - CHARPENTE BOIS / CLOISONS;45261000-4;45261000-4;45;Travaux de charpente et de couverture et travaux connexes;2019-11-27;2019;11;2021-05-17;8;False;8.0;546804.9;1.0;546804.0;Ferme;97228;CODE POSTAL;Sainte-Luce;;nan;;MARCHE;;Procédure adaptée;21972227900011;True;COMMUNE DE SAINTE-LUCE;02;Martinique;972;Martinique;97228;Le Marin;9723;SAINTE-LUCE;97227;2867.0;10083.0;14.4854629678,-60.944495012;SIRET;50856179200013;True;508561792;00013;True;PME;COALYS MARTINIQUE;2;Martinique;Martinique;972;Le Marin;9723;97228;<NA>;SAINTE-LUCE;97227;4391A;2867.0;10083.0;0.0;14.4854629678,-60.944495012;;;;;;;;;
2020MMT2002L300;267671;PES Marchés;Marché;Travaux;LOT 3 RESEAUX SECS;45000000-7;45000000-7;45;Travaux de construction;2020-08-24;2020;08;2022-02-14;24;False;24.0;75484.2;1.0;75484.0;Ferme et actualisable;97290;CODE POSTAL;LE MARIN;;nan;;MARCHE;;Procédure adaptée;21972217000012;True;VILLE DU MARIN;02;Martinique;972;Martinique;97290;Le Marin;9723;MARIN;97217;3210.0;8547.0;14.4838594033,-60.8575298351;SIRET;39044813200014;True;390448132;00014;True;GE;GETELEC MARTINIQUE;2;Martinique;Martinique;972;Fort-de-France;9721;97232;<NA>;LE LAMENTIN;97213;4321B;6792.0;39700.0;16.971349831134827;14.6246455763,-60.9935529523;;;;;;;;;
201903818S003600;267421;Dematis;Marché;Fournitures;Fourniture de lubrifiant et de liquide d'entretien: Lot 2 : Liquide d'entretien;09211100;09211100-2;9;Huiles pour moteurs;2019-07-03;2019;07;2019-07-09;12;True;1.0;3687.0;1.0;3687.0;Révisable;97232;CODE POSTAL;Le Lamentin Martinique;;nan;;ACCORD-CADRE;;Procédure adaptée;21972213900017;True;Mairie du Lamentin;02;Martinique;972;Martinique;97232;Fort-de-France;9721;LE LAMENTIN;97213;6792.0;39700.0;14.6246455763,-60.9935529523;SIRET;79383543000018;True;793835430;00018;True;GE;RUBIS RESTAURATION SERVICES;11;Île-de-France;Hauts-de-Seine;92;Nanterre;922;92800;<NA>;PUTEAUX;92062;7010Z;318.0;44514.0;7602.928867495639;48.8836186061,2.23810959636;;;;;;;;;
2019094L219S003600;267478;Dematis;Marché;Travaux;Location d'engins de chantier avec chauffeur: Lot 2 : Location de mini pelle de 5 tonnes avec chauffeur;45500000;45500000-2;45;Location de machines et de matériel de construction et de génie civil avec opérateur;2019-11-20;2019;11;2019-10-01;12;True;1.0;607.0;1.0;607.0;Révisable;97232;CODE POSTAL;Territoire communal;;nan;;MARCHE;;Appel d'offres ouvert;21972213900017;True;Mairie du Lamentin;02;Martinique;972;Martinique;97232;Fort-de-France;9721;LE LAMENTIN;97213;6792.0;39700.0;14.6246455763,-60.9935529523;SIRET;83831195900012;True;838311959;00012;True;PME;SBLS SARL;2;Martinique;Martinique;972;La Trinité;9722;97218;<NA>;BASSE-POINTE;97203;4312A;2783.0;3609.0;18.588126311183434;14.8415684408,-61.123063122;;;;;;;;;
202121S000300;267634;PES Marchés;Marché;Services;"2021.029 CHOIX D'UN MAITRE D'OEUVRE EN VUE DE LA REHABILITATION DU BATIMENT ""URGENCE"" EX HOPITAL DU LAMENTIN EN POLE DE SECURITE";71310000-4;71310000-4;71;Services de conseil en matière d'ingénierie et de construction;2021-06-28;2021;06;2021-08-11;30;True;1.0;166000.0;1.0;55333.0;Révisable;97232;CODE POSTAL;LE LAMENTIN;;nan;;MARCHE;;Procédure adaptée;21972213900017;True;VILLE DU LAMENTIN - 21972213900017;02;Martinique;972;Martinique;97232;Fort-de-France;9721;LE LAMENTIN;97213;6792.0;39700.0;14.6246455763,-60.9935529523;SIRET;83223179900012;True;832231799;00012;True;PME;SIPE SASU;2;Martinique;Martinique;972;La Trinité;9722;97231;<NA>;LE ROBERT;97222;7112B;4592.0;23715.0;6.2947434939203415;14.6750215682,-60.9426442432;SIRET;52930657300013;BIEB MARTINIQUE;SIRET;83217772900023;AGENCE JOS SELAS ARCHITECTURE;;;
2020001L119S005200;267523;Dematis;Marché;Travaux;Travaux de rehabilitation du logement n° 22 residence bois d'inde: Lot 1 : Travaux de gros-?uvre et second ?uvre;45262310;45262310-7;45;Travaux de mise en œuvre de béton armé;2020-02-06;2020;02;2020-02-05;2;False;2.0;53366.0;1.0;53366.0;Ferme et actualisable;97232;CODE POSTAL;Résidence Bois d'Inde;;nan;;MARCHE;;Procédure adaptée;21972213900017;True;Mairie du Lamentin;02;Martinique;972;Martinique;97232;Fort-de-France;9721;LE LAMENTIN;97213;6792.0;39700.0;14.6246455763,-60.9935529523;SIRET;41206864500016;True;412068645;00016;True;PME;GJTP SARL;2;Martinique;Martinique;972;Le Marin;9723;97224;Quartier BAC;DUCOS;97207;4312A;3129.0;17039.0;3.8523413050506257;14.5778958668,-60.9674898168;;;;;;;;;
202222-01/MPA00;267751;PES Marchés;Marché;Travaux;Lot no1 Gros oeuvres - Démolition Réhabilitation de l'immeuble annexe de l'Hôtel de Ville;45111100-9;45111100-9;45;Travaux de démolition;2022-05-02;2022;05;2022-08-26;8;False;8.0;73156.27;1.0;73156.0;Ferme et actualisable;97270;CODE POSTAL;Saint-Esprit;;nan;;MARCHE;;Procédure adaptée;21972223800017;True;COMMUNE DE SAINT-ESPRIT;02;Martinique;972;Martinique;97270;Le Marin;9723;SAINT-ESPRIT;97223;2317.0;9595.0;14.5589856419,-60.9213846289;SIRET;49846455100015;True;498464551;00015;True;PME;SIL H20;2;Martinique;Martinique;972;Fort-de-France;9721;97200;Cité DILLON;FORT-DE-FRANCE;97209;2223Z;4353.0;85667.0;17.054094906257617;14.6408734458,-61.069176472;;;;;;;;;
2019IVjPnf3Dk700;267760;API AIFE;Marché;Fournitures;CDE/2019/01-Lot 2- CHARCUTERIE;15000000;15000000-8;15;Produits alimentaires, boissons, tabac et produits connexes;2019-10-16;2019;10;2021-04-28;36;True;1.0;13000.0;1.0;13000.0;Ferme et actualisable;972;CODE DEPARTEMENT;Martinique;;nan;;ACCORD-CADRE;;Appel d'offres ouvert;21972224600010;True;MAIRIE DE SAINT-JOSEPH;02;Martinique;972;Martinique;97212;Fort-de-France;9721;SAINT-JOSEPH;97224;4337.0;16648.0;14.6764465938,-61.0439206265;SIRET;78574231300154;True;785742313;00154;True;NC;PRO A PRO;2;Martinique;Martinique;972;Fort-de-France;9721;97232;<NA>;LE LAMENTIN;97213;4638B;6792.0;39700.0;6.272642745813844;14.6246455763,-60.9935529523;;;;;;;;;
20199jqwmA0TBQ00;346449;API AIFE;Marché;Travaux;Affaire n° 19S0049-Lot 05A : AMENAGEMENT INTERIEUR;45000000;45000000-7;45;Travaux de construction;2020-05-13;2020;05;2020-08-24;5;False;5.0;151283.0;1.0;151283.0;Révisable;972;CODE DEPARTEMENT;Martinique;;nan;;MARCHE;;Procédure adaptée;24972006100103;True;Communauté d'Agglomération Centre Martinique CACEM;02;Martinique;972;Martinique;97200;Fort-de-France;9721;FORT-DE-FRANCE;97209;4353.0;85667.0;14.6408734458,-61.069176472;SIRET;49993056800013;True;499930568;00013;True;PME;ESPACES AMENAGEMENT SERVICES;2;Martinique;Martinique;972;Le Marin;9723;97229;<NA>;LES TROIS-ILETS;97231;8130Z;2848.0;7587.0;7.130701219265565;14.5269538287,-61.0368445511;;;;;;;;;
